ticker,fomc_date,year,entry_offset,exit_offset,entry_date,exit_date,strike,expiry,dte_at_entry,dte_at_exit,exit_iv_reliable,moneyness_at_entry,call_ticker,put_ticker,stock_entry,stock_exit,stock_move,entry_call_mid,entry_call_iv,entry_call_delta,entry_put_mid,entry_put_iv,entry_put_delta,entry_straddle_mid,entry_atm_iv,entry_price_source,exit_call_mid,exit_call_iv,exit_put_mid,exit_put_iv,exit_straddle_mid,exit_atm_iv,exit_price_source,pnl_per_straddle,pnl_pct,iv_change
QQQ,2020-01-29,2020,0,3,2020-01-29,2020-02-03,214.0,2020-02-21,23,18,True,0.9998598327337289,O:QQQ200221C00214000,O:QQQ200221P00214000,214.03,214.58,0.002569733214969917,9.8867,0.4457948524582237,0.5340012606281697,1.515,0.08625613080213962,-0.4353535208502677,11.4017,0.26602549163018163,vwap+vwap,9.6,0.4769308970513642,1.4699,0.10414854751555622,11.0699,0.2905397222834602,vwap+vwap,-0.33179999999999943,-0.029100923546488633,0.024514230653278568
XLK,2020-01-29,2020,-1,0,2020-01-28,2020-01-29,92.0,2020-02-21,24,23,True,0.9993482511405605,O:XLK200221C00092000,O:XLK200221P00092000,92.06,92.3,0.0026069954377579284,5.5114,0.5676183028583526,0.5397529941712603,0.6215,0.08399838181540367,-0.4232331713455252,6.1329,0.3258083423368781,vwap+vwap,6.23,0.6446015604910253,0.5984,0.09349384686386586,6.8284,0.3690477036774456,vwap+vwap,0.6955,0.11340475142265485,0.043239361340567495
XLK,2020-01-29,2020,-1,1,2020-01-28,2020-01-30,92.0,2020-02-21,24,22,True,0.9993482511405605,O:XLK200221C00092000,O:XLK200221P00092000,92.06,93.1,0.01129698023028451,5.5114,0.5676183028583526,0.5397529941712603,0.6215,0.08399838181540367,-0.4232331713455252,6.1329,0.3258083423368781,vwap+vwap,5.55,0.5342650404288171,0.6097,0.1294959391774535,6.1597,0.3318804898031353,vwap+vwap,0.026799999999999713,0.0043698739584861505,0.006072147466257172
XLK,2020-01-29,2020,-1,2,2020-01-28,2020-01-31,92.0,2020-02-21,24,21,True,0.9993482511405605,O:XLK200221C00092000,O:XLK200221P00092000,92.06,90.54,-0.01651097110580052,5.5114,0.5676183028583526,0.5397529941712603,0.6215,0.08399838181540367,-0.4232331713455252,6.1329,0.3258083423368781,vwap+vwap,4.6583,0.6009456372725963,0.793,,5.4513,0.6009456372725963,vwap+vwap,-0.6816000000000004,-0.11113828694418634,0.2751372949357182
XLK,2020-01-29,2020,-1,3,2020-01-28,2020-02-03,92.0,2020-02-21,24,18,True,0.9993482511405605,O:XLK200221C00092000,O:XLK200221P00092000,92.06,91.74,-0.0034759939170107253,5.5114,0.5676183028583526,0.5397529941712603,0.6215,0.08399838181540367,-0.4232331713455252,6.1329,0.3258083423368781,vwap+vwap,5.005,0.6184559882894158,0.6157,0.07368275701886416,5.6207,0.34606937265414,vwap+vwap,-0.5122,-0.08351677020659068,0.020261030317261897
XLK,2020-01-29,2020,0,0,2020-01-29,2020-01-29,92.5,2020-02-14,16,16,True,1.0021668472372698,O:XLK200214C00092500,O:XLK200214P00092500,92.3,92.3,0.0,5.4,0.701159204513967,0.5293162610968604,0.405,0.052705800555229186,-0.4968673794524935,5.805000000000001,0.3769325025345981,vwap+vwap,5.4,0.701159204513967,0.405,0.052705800555229186,5.805000000000001,0.3769325025345981,vwap+vwap,0.0,0.0,0.0
GLD,2020-01-29,2020,-3,0,2020-01-24,2020-01-29,148.0,2020-02-07,14,9,True,1.000135153399108,O:GLD200207C00148000,O:GLD200207P00148000,147.98,148.46,0.0032436815785918246,1.3896,0.10855310636612772,0.5376219633683712,1.2956,0.12326650998625158,-0.4657808912335403,2.6852,0.11590980817618965,vwap+vwap,1.2253,0.09341352962109448,0.9475,0.13391383456462613,2.1728,0.1136636820928603,vwap+vwap,-0.5124,-0.1908237747653806,-0.0022461260833293445
GLD,2020-01-29,2020,-3,1,2020-01-24,2020-01-30,148.0,2020-02-07,14,8,True,1.000135153399108,O:GLD200207C00148000,O:GLD200207P00148000,147.98,148.47,0.003311258278145757,1.3896,0.10855310636612772,0.5376219633683712,1.2956,0.12326650998625158,-0.4657808912335403,2.6852,0.11590980817618965,vwap+vwap,1.5312,0.1358801914024949,0.7385,0.11702083853259682,2.2697,0.12645051496754586,vwap+vwap,-0.4155000000000002,-0.15473707731267697,0.010540706791356214
GLD,2020-01-29,2020,-3,2,2020-01-24,2020-01-31,148.0,2020-02-07,14,7,True,1.000135153399108,O:GLD200207C00148000,O:GLD200207P00148000,147.98,149.33,0.009122854439789316,1.3896,0.10855310636612772,0.5376219633683712,1.2956,0.12326650998625158,-0.4657808912335403,2.6852,0.11590980817618965,vwap+vwap,1.8758,0.11782684218037129,0.6279,0.14936871981745964,2.5037,0.13359778099891545,vwap+vwap,-0.18150000000000022,-0.06759273052286616,0.0176879728227258
GLD,2020-01-29,2020,-3,3,2020-01-24,2020-02-03,148.0,2020-02-07,14,4,True,1.000135153399108,O:GLD200207C00148000,O:GLD200207P00148000,147.98,148.36,0.0025679145830519255,1.3896,0.10855310636612772,0.5376219633683712,1.2956,0.12326650998625158,-0.4657808912335403,2.6852,0.11590980817618965,vwap+vwap,1.0628,0.13316430630648138,0.6707,0.1412460984752178,1.7334999999999998,0.1372052023908496,vwap+vwap,-0.9517000000000002,-0.35442425145240586,0.021295394214659952
GLD,2020-01-29,2020,-2,0,2020-01-27,2020-01-29,149.0,2020-02-07,11,9,True,1.0000671185985637,O:GLD200207C00149000,O:GLD200207P00149000,148.99,148.46,-0.003557285723874093,1.3422,0.11953958130544425,0.531771730826778,1.3318,0.13935335335892435,-0.47146694616454354,2.6740000000000004,0.1294464673321843,vwap+vwap,0.8321,0.10746263960805535,1.7382,0.16689188583034276,2.5703,0.13717726271919906,vwap+vwap,-0.10370000000000035,-0.03878085265519833,0.007730795387014766
GLD,2020-01-29,2020,-2,1,2020-01-27,2020-01-30,149.0,2020-02-07,11,8,True,1.0000671185985637,O:GLD200207C00149000,O:GLD200207P00149000,148.99,148.47,-0.0034901671253104918,1.3422,0.11953958130544425,0.531771730826778,1.3318,0.13935335335892435,-0.47146694616454354,2.6740000000000004,0.1294464673321843,vwap+vwap,1.1136,0.14683969524544477,1.3521,0.1321024497721791,2.4657,0.13947107250881194,vwap+vwap,-0.20830000000000037,-0.0778982797307406,0.010024605176627649
GLD,2020-01-29,2020,-2,2,2020-01-27,2020-01-31,149.0,2020-02-07,11,7,True,1.0000671185985637,O:GLD200207C00149000,O:GLD200207P00149000,148.99,149.33,0.0022820323511645304,1.3422,0.11953958130544425,0.531771730826778,1.3318,0.13935335335892435,-0.47146694616454354,2.6740000000000004,0.1294464673321843,vwap+vwap,1.3287,0.13065882556444408,1.0461,0.15405051471659537,2.3748,0.14235467014051972,vwap+vwap,-0.29920000000000035,-0.11189229618549001,0.012908202808335434
GLD,2020-01-29,2020,-2,3,2020-01-27,2020-02-03,149.0,2020-02-07,11,4,True,1.0000671185985637,O:GLD200207C00149000,O:GLD200207P00149000,148.99,148.36,-0.004228471709510674,1.3422,0.11953958130544425,0.531771730826778,1.3318,0.13935335335892435,-0.47146694616454354,2.6740000000000004,0.1294464673321843,vwap+vwap,0.678,0.1499775811420679,1.381,0.17385787927204377,2.059,0.16191773020705585,vwap+vwap,-0.6150000000000002,-0.22999252056843686,0.032471262874871565
GLD,2020-01-29,2020,-1,0,2020-01-28,2020-01-29,147.5,2020-02-07,10,9,True,0.9989164296356495,O:GLD200207C00147500,O:GLD200207P00147500,147.66,148.46,0.005417851821752752,1.3478,0.11894413102322816,0.553489479259818,1.0048,0.12088798711219431,-0.44723940076731883,2.3526,0.11991605906771124,vwap+vwap,1.44,0.07902750444692372,0.8699,0.14743976488670707,2.3099,0.1132336346668154,vwap+vwap,-0.04269999999999996,-0.018150131769106504,-0.0066824244008958505
GLD,2020-01-29,2020,-1,1,2020-01-28,2020-01-30,147.5,2020-02-07,10,8,True,0.9989164296356495,O:GLD200207C00147500,O:GLD200207P00147500,147.66,148.47,0.005485574969524599,1.3478,0.11894413102322816,0.553489479259818,1.0048,0.12088798711219431,-0.44723940076731883,2.3526,0.11991605906771124,vwap+vwap,1.916,0.14554597668933866,0.51,0.11140638014087081,2.426,0.12847617841510472,vwap+vwap,0.07340000000000035,0.031199523930970145,0.00856011934739348
GLD,2020-01-29,2020,-1,2,2020-01-28,2020-01-31,147.5,2020-02-07,10,7,True,0.9989164296356495,O:GLD200207C00147500,O:GLD200207P00147500,147.66,149.33,0.011309765677908817,1.3478,0.11894413102322816,0.553489479259818,1.0048,0.12088798711219431,-0.44723940076731883,2.3526,0.11991605906771124,vwap+vwap,2.1326,0.09540357930052282,0.474,0.14810182334613797,2.6066000000000003,0.1217527013233304,vwap+vwap,0.25400000000000045,0.1079656550199781,0.0018366422556191503
GLD,2020-01-29,2020,-1,3,2020-01-28,2020-02-03,147.5,2020-02-07,10,4,True,0.9989164296356495,O:GLD200207C00147500,O:GLD200207P00147500,147.66,148.36,0.004740620344033706,1.3478,0.11894413102322816,0.553489479259818,1.0048,0.12088798711219431,-0.44723940076731883,2.3526,0.11991605906771124,vwap+vwap,1.3463,0.12766607694882154,0.4931,0.1433513341076374,1.8394,0.13550870552822947,vwap+vwap,-0.5131999999999999,-0.21814163053642774,0.015592646460518222
GLD,2020-01-29,2020,0,0,2020-01-29,2020-01-29,148.5,2020-02-14,16,16,True,1.0002694328438637,O:GLD200214C00148500,O:GLD200214P00148500,148.46,148.46,0.0,1.3333,0.09572082495889066,0.5421681554826643,1.5923,0.13978161264598368,-0.468004981915478,2.9256,0.11775121880243716,vwap+vwap,1.3333,0.09572082495889066,1.5923,0.13978161264598368,2.9256,0.11775121880243716,vwap+vwap,0.0,0.0,0.0
GLD,2020-01-29,2020,0,1,2020-01-29,2020-01-30,148.5,2020-02-14,16,15,True,1.0002694328438637,O:GLD200214C00148500,O:GLD200214P00148500,148.46,148.47,6.735821096585548e-05,1.3333,0.09572082495889066,0.5421681554826643,1.5923,0.13978161264598368,-0.468004981915478,2.9256,0.11775121880243716,vwap+vwap,1.625,0.12372159135809539,1.2658,0.11664726649618151,2.8908,0.12018442892713846,vwap+vwap,-0.034800000000000164,-0.011894995898277331,0.002433210124701296
GLD,2020-01-29,2020,0,2,2020-01-29,2020-01-31,148.5,2020-02-14,16,14,True,1.0002694328438637,O:GLD200214C00148500,O:GLD200214P00148500,148.46,149.33,0.005860164354034787,1.3333,0.09572082495889066,0.5421681554826643,1.5923,0.13978161264598368,-0.468004981915478,2.9256,0.11775121880243716,vwap+vwap,1.8703,0.10619171982401608,1.1043,0.13770841450372334,2.9746,0.12195006716386972,vwap+vwap,0.04899999999999993,0.01674870112113752,0.004198848361432556
GLD,2020-01-29,2020,0,3,2020-01-29,2020-02-03,148.5,2020-02-14,16,11,True,1.0002694328438637,O:GLD200214C00148500,O:GLD200214P00148500,148.46,148.36,-0.0006735821096591292,1.3333,0.09572082495889066,0.5421681554826643,1.5923,0.13978161264598368,-0.468004981915478,2.9256,0.11775121880243716,vwap+vwap,1.2692,0.11949666596978904,1.1668,0.11764981642079353,2.436,0.11857324119529128,vwap+vwap,-0.48960000000000026,-0.16735028712059072,0.0008220223928541159
XOP,2020-01-29,2020,-2,0,2020-01-27,2020-01-29,17.0,2020-03-20,53,51,True,1.0017678255745435,O:XOP200320C00017000,O:XOP200320P00017000,16.97,16.84,-0.007660577489687626,3.01,1.1616279410983323,0.5923728004799796,0.206,0.09709635087358953,-0.43372472910204196,3.2159999999999997,0.629362145985961,vwap+vwap,2.8646,1.156911426500559,0.181,0.06336608914124967,3.0456,0.6101387578209043,vwap+vwap,-0.17039999999999988,-0.05298507462686564,-0.019223388165056643
XOP,2020-01-29,2020,-2,1,2020-01-27,2020-01-30,17.0,2020-03-20,53,50,True,1.0017678255745435,O:XOP200320C00017000,O:XOP200320P00017000,16.97,16.91,-0.003535651149086548,3.01,1.1616279410983323,0.5923728004799796,0.206,0.09709635087358953,-0.43372472910204196,3.2159999999999997,0.629362145985961,vwap+vwap,2.5704,1.031616527777195,0.2466,0.10400273968243601,2.8169999999999997,0.5678096337298155,vwap+vwap,-0.399,-0.12406716417910449,-0.06155251225614544
XOP,2020-01-29,2020,-2,2,2020-01-27,2020-01-31,17.0,2020-03-20,53,49,True,1.0017678255745435,O:XOP200320C00017000,O:XOP200320P00017000,16.97,16.5,-0.027695934001178486,3.01,1.1616279410983323,0.5923728004799796,0.206,0.09709635087358953,-0.43372472910204196,3.2159999999999997,0.629362145985961,vwap+vwap,2.4459,1.0872741418440346,0.3219,,2.7678,1.0872741418440346,vwap+vwap,-0.44819999999999993,-0.13936567164179103,0.45791199585807363
XOP,2020-01-29,2020,-2,3,2020-01-27,2020-02-03,17.0,2020-03-20,53,46,True,1.0017678255745435,O:XOP200320C00017000,O:XOP200320P00017000,16.97,16.22,-0.0441956393635828,3.01,1.1616279410983323,0.5923728004799796,0.206,0.09709635087358953,-0.43372472910204196,3.2159999999999997,0.629362145985961,vwap+vwap,2.3433,1.1455275376716856,0.315,,2.6583,1.1455275376716856,vwap+vwap,-0.5576999999999996,-0.1734141791044775,0.5161653916857246
XOP,2020-01-29,2020,0,0,2020-01-29,2020-01-29,17.0,2020-03-20,51,51,True,1.009501187648456,O:XOP200320C00017000,O:XOP200320P00017000,16.84,16.84,0.0,2.8646,1.156911426500559,0.5833330677311622,0.181,0.06336608914124967,-0.5369211577000628,3.0456,0.6101387578209043,vwap+vwap,2.8646,1.156911426500559,0.181,0.06336608914124967,3.0456,0.6101387578209043,vwap+vwap,0.0,0.0,0.0
XOP,2020-01-29,2020,0,1,2020-01-29,2020-01-30,17.0,2020-03-20,51,50,True,1.009501187648456,O:XOP200320C00017000,O:XOP200320P00017000,16.84,16.91,0.004156769596199542,2.8646,1.156911426500559,0.5833330677311622,0.181,0.06336608914124967,-0.5369211577000628,3.0456,0.6101387578209043,vwap+vwap,2.5704,1.031616527777195,0.2466,0.10400273968243601,2.8169999999999997,0.5678096337298155,vwap+vwap,-0.22860000000000014,-0.07505910165484639,-0.0423291240910888
XOP,2020-01-29,2020,0,2,2020-01-29,2020-01-31,17.0,2020-03-20,51,49,True,1.009501187648456,O:XOP200320C00017000,O:XOP200320P00017000,16.84,16.5,-0.020190023752969112,2.8646,1.156911426500559,0.5833330677311622,0.181,0.06336608914124967,-0.5369211577000628,3.0456,0.6101387578209043,vwap+vwap,2.4459,1.0872741418440346,0.3219,,2.7678,1.0872741418440346,vwap+vwap,-0.27780000000000005,-0.09121355397951145,0.47713538402313027
XOP,2020-01-29,2020,0,3,2020-01-29,2020-02-03,17.0,2020-03-20,51,46,True,1.009501187648456,O:XOP200320C00017000,O:XOP200320P00017000,16.84,16.22,-0.03681710213776728,2.8646,1.156911426500559,0.5833330677311622,0.181,0.06336608914124967,-0.5369211577000628,3.0456,0.6101387578209043,vwap+vwap,2.3433,1.1455275376716856,0.315,,2.6583,1.1455275376716856,vwap+vwap,-0.38729999999999976,-0.1271670606776989,0.5353887798507813
ITA,2020-01-29,2020,-3,2,2020-01-24,2020-01-31,220.0,2020-02-21,28,21,True,1.004566210045662,O:ITA200221C00220000,O:ITA200221P00220000,219.0,215.16,-0.017534246575342482,13.2,0.5492746790742279,0.5284154596226412,1.2,0.04624376428431272,-0.5199596594457387,14.399999999999999,0.2977592216792703,vwap+vwap,9.84,0.5694402674731314,1.4607,,11.300699999999999,0.5694402674731314,vwap+vwap,-3.0992999999999995,-0.21522916666666667,0.27168104579386104
ITA,2020-01-29,2020,-1,2,2020-01-28,2020-01-31,220.0,2020-02-21,24,21,True,1.0035580695192046,O:ITA200221C00220000,O:ITA200221P00220000,219.22,215.16,-0.018520208010218055,13.3,0.5950666833225786,0.5297027376777177,0.8376,0.03604049422070384,-0.5096572224755618,14.1376,0.31555358877164125,vwap+vwap,9.84,0.5694402674731314,1.4607,,11.300699999999999,0.5694402674731314,vwap+vwap,-2.8369000000000018,-0.20066347894975112,0.2538866787014901
SPY,2020-03-03,2020,-2,0,2020-02-28,2020-03-03,271.0,2020-03-09,10,6,True,0.9982319139531457,O:SPY200309C00271000,O:SPY200309P00271000,271.48,275.13,0.01344482098128767,24.212,1.3319737349662932,0.5495157265397168,4.6707,0.2842087044461369,-0.46404273481515956,28.8827,0.8080912197062151,vwap+vwap,30.0167,1.9963762210900193,0.6594,0.15605531654265525,30.6761,1.0762157688163372,vwap+vwap,1.7934000000000019,0.062092532900317556,0.26812454911012207
SPY,2020-03-03,2020,-2,3,2020-02-28,2020-03-06,271.0,2020-03-09,10,3,True,0.9982319139531457,O:SPY200309C00271000,O:SPY200309P00271000,271.48,272.58,0.004051863857374266,24.212,1.3319737349662932,0.5495157265397168,4.6707,0.2842087044461369,-0.46404273481515956,28.8827,0.8080912197062151,vwap+vwap,23.4867,2.3076825758171085,0.542,0.12247481145036218,24.0287,1.2150786936337352,vwap+vwap,-4.853999999999999,-0.1680590803491363,0.4069874739275201
SPY,2020-03-03,2020,-1,0,2020-03-02,2020-03-03,283.0,2020-03-13,11,10,True,0.9991526620533823,O:SPY200313C00283000,O:SPY200313P00283000,283.24,275.13,-0.028632961446123477,19.7543,0.9927079645540418,0.5397480349619123,2.8941,0.1642035678770244,-0.46142709382610947,22.648400000000002,0.5784557662155331,vwap+vwap,24.2917,1.518232177667409,2.9626,,27.2543,1.518232177667409,vwap+vwap,4.605899999999998,0.20336535914236759,0.939776411451876
SPY,2020-03-03,2020,-1,1,2020-03-02,2020-03-04,283.0,2020-03-13,11,9,True,0.9991526620533823,O:SPY200313C00283000,O:SPY200313P00283000,283.24,286.69,0.012180482982629531,19.7543,0.9927079645540418,0.5397480349619123,2.8941,0.1642035678770244,-0.46142709382610947,22.648400000000002,0.5784557662155331,vwap+vwap,24.5479,1.262582691949248,1.434,0.1702787700807154,25.9819,0.7164307310149817,vwap+vwap,3.3334999999999972,0.14718479009554744,0.1379749647994486
SPY,2020-03-03,2020,-1,2,2020-03-02,2020-03-05,283.0,2020-03-13,11,8,True,0.9991526620533823,O:SPY200313C00283000,O:SPY200313P00283000,283.24,277.16,-0.02146589464764858,19.7543,0.9927079645540418,0.5397480349619123,2.8941,0.1642035678770244,-0.46142709382610947,22.648400000000002,0.5784557662155331,vwap+vwap,22.0757,1.5001944746614098,3.1111,,25.1868,1.5001944746614098,vwap+vwap,2.5383999999999993,0.11207855742569008,0.9217387084458767
SPY,2020-03-03,2020,-1,3,2020-03-02,2020-03-06,283.0,2020-03-13,11,7,True,0.9991526620533823,O:SPY200313C00283000,O:SPY200313P00283000,283.24,272.58,-0.03763592712893668,19.7543,0.9927079645540418,0.5397480349619123,2.8941,0.1642035678770244,-0.46142709382610947,22.648400000000002,0.5784557662155331,vwap+vwap,15.7978,1.3371665650863647,4.4579,,20.2557,1.3371665650863647,vwap+vwap,-2.3927000000000014,-0.10564543190688971,0.7587107988708316
SPY,2020-03-03,2020,0,0,2020-03-03,2020-03-03,275.0,2020-03-13,10,10,True,0.9995274960927562,O:SPY200313C00275000,O:SPY200313P00275000,275.13,275.13,0.0,33.3157,1.8290719026250393,0.5625383633688208,1.9674,0.12187056948480009,-0.45961444439759513,35.2831,0.9754712360549197,vwap+vwap,33.3157,1.8290719026250393,1.9674,0.12187056948480009,35.2831,0.9754712360549197,vwap+vwap,0.0,0.0,0.0
SPY,2020-03-03,2020,0,1,2020-03-03,2020-03-04,275.0,2020-03-13,10,9,True,0.9995274960927562,O:SPY200313C00275000,O:SPY200313P00275000,275.13,286.69,0.042016501290299144,33.3157,1.8290719026250393,0.5625383633688208,1.9674,0.12187056948480009,-0.45961444439759513,35.2831,0.9754712360549197,vwap+vwap,34.9614,1.6286664493274987,0.9187,0.2651258342030346,35.8801,0.9468961417652666,vwap+vwap,0.5970000000000013,0.01692028194801481,-0.028575094289653102
SPY,2020-03-03,2020,0,2,2020-03-03,2020-03-05,275.0,2020-03-13,10,8,True,0.9995274960927562,O:SPY200313C00275000,O:SPY200313P00275000,275.13,277.16,0.007378330243884817,33.3157,1.8290719026250393,0.5625383633688208,1.9674,0.12187056948480009,-0.45961444439759513,35.2831,0.9754712360549197,vwap+vwap,29.6602,1.7489156668681507,1.8564,0.17946190685302021,31.5166,0.9641887868605854,vwap+vwap,-3.766499999999997,-0.10675082404890719,-0.011282449194334299
SPY,2020-03-03,2020,0,3,2020-03-03,2020-03-06,275.0,2020-03-13,10,7,True,0.9995274960927562,O:SPY200313C00275000,O:SPY200313P00275000,275.13,272.58,-0.009268345872860144,33.3157,1.8290719026250393,0.5625383633688208,1.9674,0.12187056948480009,-0.45961444439759513,35.2831,0.9754712360549197,vwap+vwap,23.0653,1.5997146910111013,3.3903,0.14169179211738703,26.4556,0.8707032415642442,vwap+vwap,-8.827499999999997,-0.25019060116599723,-0.10476799449067553
QQQ,2020-03-03,2020,-3,0,2020-02-27,2020-03-03,198.5,2020-03-13,15,10,True,1.0003527692385223,O:QQQ200313C00198500,O:QQQ200313P00198500,198.43,202.13,0.018646374036183987,14.12,0.8714919598684908,0.539007781690251,2.8199,0.18626801086708905,-0.4745138376915644,16.939899999999998,0.5288799853677899,vwap+vwap,19.4769,1.3237666985627712,2.091,0.28162156535708904,21.5679,0.8026941319599301,vwap+vwap,4.628000000000004,0.27320114050260064,0.2738141465921402
QQQ,2020-03-03,2020,-3,1,2020-02-27,2020-03-04,198.5,2020-03-13,15,9,True,1.0003527692385223,O:QQQ200313C00198500,O:QQQ200313P00198500,198.43,210.57,0.06118026508088487,14.12,0.8714919598684908,0.539007781690251,2.8199,0.18626801086708905,-0.4745138376915644,16.939899999999998,0.5288799853677899,vwap+vwap,17.4214,0.789074994893223,1.126,0.3966385392141939,18.5474,0.5928567670537084,vwap+vwap,1.6075000000000017,0.09489430279989858,0.06397678168591847
QQQ,2020-03-03,2020,-3,2,2020-02-27,2020-03-05,198.5,2020-03-13,15,8,True,1.0003527692385223,O:QQQ200313C00198500,O:QQQ200313P00198500,198.43,204.17,0.02892707755883677,14.12,0.8714919598684908,0.539007781690251,2.8199,0.18626801086708905,-0.4745138376915644,16.939899999999998,0.5288799853677899,vwap+vwap,16.87,1.156797730663389,2.3958,0.40182473831886056,19.265800000000002,0.7793112344911248,vwap+vwap,2.3259000000000043,0.13730305373703533,0.2504312491233349
